gutenberg_id	word
35	pedestal
35	appeared
35	bronze
35	thick
35	verdigris
35	chanced
35	sightless
35	eyes
35	watch
35	faint
35	shadow
35	smile
35	lips
35	greatly
35	weather
35	worn
35	imparted
35	unpleasant
35	suggestion
35	disease
35	stood
35	space
35	half
35	minute
35	half
35	hour
35	advance
35	recede
35	hail
35	drove
35	denser
35	thinner
35	tore
35	eyes
35	moment
35	hail
35	curtain
35	worn
35	threadbare
35	sky
35	lightening
35	promise
35	sun
35	looked
35	crouching
35	white
35	shape
35	temerity
35	voyage
35	suddenly
35	hazy
35	curtain
35	altogether
35	withdrawn
35	happened
35	cruelty
35	grown
35	common
35	passion
35	interval
35	race
35	lost
35	manliness
35	developed
35	inhuman
35	unsympathetic
35	overwhelmingly
35	powerful
35	world
35	savage
35	animal
35	dreadful
35	disgusting
35	common
35	likeness
35	foul
35	creature
35	incontinently
35	slain
35	vast
35	shapes
35	huge
35	buildings
35	intricate
35	parapets
35	tall
35	columns
35	wooded
35	hill
35	dimly
35	creeping
35	lessening
35	storm
35	seized
35	panic
35	fear
35	frantically
35	time
35	machine
35	strove
35	hard
35	readjust
35	shafts
35	sun
35	smote
35	thunderstorm
35	grey
35	downpour
35	swept
35	vanished
35	trailing
35	garments
35	ghost
35	intense
35	blue
35	summer
35	sky
35	faint
35	brown
35	shreds
35	cloud
35	whirled
35	nothingness
35	buildings
35	stood
35	distinct
35	shining
35	wet
35	thunderstorm
35	picked
35	white
35	unmelted
35	hailstones
35	piled
35	courses
35	naked
35	strange
35	world
35	bird
35	feel
35	air
35	knowing
35	hawk
35	wings
35	swoop
35	fear
35	grew
35	frenzy
35	breathing
35	space
35	set
35	teeth
35	grappled
35	fiercely
35	wrist
35	knee
35	machine
35	desperate
35	onset
35	struck
35	chin
35	violently
35	hand
35	saddle
35	lever
35	stood
35	panting
35	heavily
35	attitude
35	mount
35	recovery
35	prompt
35	retreat
35	courage
35	recovered
35	looked
35	curiously
35	fearfully
35	world
35	remote
35	future
35	circular
35	wall
35	nearer
35	house
35	figures
35	clad
35	rich
35	soft
35	robes
35	directed
35	heard
35	voices
35	approaching
35	coming
35	bushes
35	white
35	sphinx
35	heads
35	shoulders
35	running
35	emerged
35	pathway
35	leading
35	straight
35	lawn
35	stood
35	machine
35	slight
35	creature
35	feet
35	clad
35	purple
35	tunic
35	girdled
35	waist
35	leather
35	belt
35	sandals
35	buskins
35	distinguish
35	feet
35	legs
35	bare
35	knees
35	head
35	bare
35	noticing
35	noticed
35	time
35	warm
35	air
35	struck
35	beautiful
35	graceful
35	creature
35	indescribably
35	frail
35	flushed
35	reminded
35	beautiful
35	consumptive
35	hectic
35	beauty
35	hear
35	sight
35	suddenly
35	regained
35	confidence
35	hands
35	machine
35	iv
35	moment
35	standing
35	fragile
35	futurity
35	straight
35	laughed
35	eyes
35	absence
35	bearing
35	sign
35	fear
35	struck
35	spoke
35	strange
35	sweet
35	liquid
35	tongue
35	coming
35	presently
35	ten
35	exquisite
35	creatures
35	addressed
35	head
35	oddly
35	voice
35	harsh
35	deep
35	shook
35	head
35	ears
35	shook
35	step
35	forward
35	hesitated
35	touched
35	hand
35	soft
35	tentacles
35	shoulders
35	real
35	alarming
35	pretty
35	people
35	inspired
35	confidence
35	graceful
35	gentleness
35	childlike
35	ease
35	looked
35	frail
35	fancy
35	flinging
35	dozen
35	pins
35	sudden
35	motion
35	warn
35	pink
35	hands
35	feeling
35	time
35	machine
35	happily
35	late
35	danger
35	hitherto
35	forgotten
35	reaching
35	bars
35	machine
35	unscrewed
35	levers
35	set
35	motion
35	pocket
35	communication
35	features
35	peculiarities
35	dresden
35	china
35	type
35	prettiness
35	hair
35	uniformly
35	curly
35	sharp
35	neck
35	cheek
35	faintest
35	suggestion
35	ears
35	singularly
35	minute
35	mouths
35	bright
35	red
35	thin
35	lips
35	chins
35	ran
35	eyes
35	mild
35	egotism
35	fancied
35	lack
35	expected
35	effort
35	communicate
35	simply
